Iteration 225000, loss = 0.247, ber = 0.00996
Iteration 226000, loss = 0.246, ber = 0.00987
Iteration 227000, loss = 0.239, ber = 0.00961
Iteration 228000, loss = 0.241, ber = 0.00984
Iteration 229000, loss = 0.239, ber = 0.00943
Iteration 230000, loss = 0.242, ber = 0.00978
Iteration 231000, loss = 0.248, ber = 0.01016
Iteration 232000, loss = 0.238, ber = 0.00957
Iteration 233000, loss = 0.246, ber = 0.01010
Iteration 234000, loss = 0.238, ber = 0.00951
Iteration 235000, loss = 0.236, ber = 0.00956
Iteration 236000, loss = 0.236, ber = 0.00979
Iteration 237000, loss = 0.246, ber = 0.00991
Iteration 238000, loss = 0.242, ber = 0.00971
Iteration 239000, loss = 0.239, ber = 0.00967
Iteration 240000, loss = 0.233, ber = 0.00920
Iteration 241000, loss = 0.241, ber = 0.00978
Iteration 242000, loss = 0.247, ber = 0.01017
Iteration 243000, loss = 0.244, ber = 0.00972
Iteration 244000, loss = 0.231, ber = 0.00933
Iteration 245000, loss = 0.248, ber = 0.01008
Iteration 246000, loss = 0.243, ber = 0.01000
Iteration 247000, loss = 0.238, ber = 0.00955
Iteration 248000, loss = 0.244, ber = 0.00986
Iteration 249000, loss = 0.234, ber = 0.00944
Iteration 250000, loss = 0.238, ber = 0.00978
Iteration 251000, loss = 0.231, ber = 0.00913
Iteration 252000, loss = 0.242, ber = 0.01003
Iteration 253000, loss = 0.242, ber = 0.00983
Iteration 254000, loss = 0.243, ber = 0.00963
Iteration 255000, loss = 0.236, ber = 0.00950
Iteration 256000, loss = 0.240, ber = 0.00967
Iteration 257000, loss = 0.240, ber = 0.00959
Iteration 258000, loss = 0.246, ber = 0.00991
Iteration 259000, loss = 0.234, ber = 0.00952
Iteration 260000, loss = 0.233, ber = 0.00938
Iteration 261000, loss = 0.240, ber = 0.00964
Iteration 262000, loss = 0.235, ber = 0.00952
Iteration 263000, loss = 0.238, ber = 0.00947
Iteration 264000, loss = 0.237, ber = 0.00949
Iteration 265000, loss = 0.241, ber = 0.00982
Iteration 266000, loss = 0.241, ber = 0.00972
Iteration 267000, loss = 0.236, ber = 0.00952
Iteration 268000, loss = 0.239, ber = 0.00957
Iteration 269000, loss = 0.232, ber = 0.00940
Iteration 270000, loss = 0.239, ber = 0.00955
Iteration 271000, loss = 0.236, ber = 0.00959
Iteration 272000, loss = 0.240, ber = 0.00954
Iteration 273000, loss = 0.237, ber = 0.00964
Iteration 274000, loss = 0.242, ber = 0.00977
Iteration 275000, loss = 0.242, ber = 0.00990
Iteration 276000, loss = 0.240, ber = 0.00962
Iteration 277000, loss = 0.234, ber = 0.00930
Iteration 278000, loss = 0.241, ber = 0.00966
Iteration 279000, loss = 0.225, ber = 0.00903
Iteration 280000, loss = 0.242, ber = 0.00953
Iteration 281000, loss = 0.235, ber = 0.00944
Iteration 282000, loss = 0.238, ber = 0.00963
Iteration 283000, loss = 0.234, ber = 0.00956
Iteration 284000, loss = 0.240, ber = 0.00982
Iteration 285000, loss = 0.240, ber = 0.00981
Iteration 286000, loss = 0.237, ber = 0.00963
Iteration 287000, loss = 0.235, ber = 0.00960
Iteration 288000, loss = 0.241, ber = 0.00980
Iteration 289000, loss = 0.245, ber = 0.00993
Iteration 290000, loss = 0.238, ber = 0.00963
Iteration 291000, loss = 0.238, ber = 0.00963
Iteration 292000, loss = 0.250, ber = 0.01013
Iteration 293000, loss = 0.246, ber = 0.00995
Iteration 294000, loss = 0.241, ber = 0.00986
Iteration 295000, loss = 0.244, ber = 0.01012
Iteration 296000, loss = 0.237, ber = 0.00946
Iteration 297000, loss = 0.242, ber = 0.00987
Iteration 298000, loss = 0.239, ber = 0.00974
Iteration 299000, loss = 0.244, ber = 0.00967
